"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","UNEMP","MEN","PC_LF","Q","2003-Q3",6.317008,
"CZE","UNEMP","MEN","PC_LF","Q","2003-Q4",6.610609,
"CZE","UNEMP","MEN","PC_LF","Q","2004-Q1",7.020599,
"CZE","UNEMP","MEN","PC_LF","Q","2004-Q2",7.260194,
"CZE","UNEMP","MEN","PC_LF","Q","2004-Q3",7.021958,
"CZE","UNEMP","MEN","PC_LF","Q","2004-Q4",6.957249,
"CZE","UNEMP","MEN","PC_LF","Q","2005-Q1",6.961923,
"CZE","UNEMP","MEN","PC_LF","Q","2005-Q2",6.450165,
"CZE","UNEMP","MEN","PC_LF","Q","2005-Q3",6.245572,
"CZE","UNEMP","MEN","PC_LF","Q","2005-Q4",6.162957,
"CZE","UNEMP","MEN","PC_LF","Q","2006-Q1",6.256753,
"CZE","UNEMP","MEN","PC_LF","Q","2006-Q2",5.88497,
"CZE","UNEMP","MEN","PC_LF","Q","2006-Q3",5.726749,
"CZE","UNEMP","MEN","PC_LF","Q","2006-Q4",5.38748,
"CZE","UNEMP","MEN","PC_LF","Q","2007-Q1",4.534523,
"CZE","UNEMP","MEN","PC_LF","Q","2007-Q2",4.451951,
"CZE","UNEMP","MEN","PC_LF","Q","2007-Q3",4.12787,
"CZE","UNEMP","MEN","PC_LF","Q","2007-Q4",3.778313,
"CZE","UNEMP","MEN","PC_LF","Q","2008-Q1",3.499032,
"CZE","UNEMP","MEN","PC_LF","Q","2008-Q2",3.560419,
"CZE","UNEMP","MEN","PC_LF","Q","2008-Q3",3.304176,
"CZE","UNEMP","MEN","PC_LF","Q","2008-Q4",3.474366,
"CZE","UNEMP","MEN","PC_LF","Q","2009-Q1",4.677938,
"CZE","UNEMP","MEN","PC_LF","Q","2009-Q2",5.659101,
"CZE","UNEMP","MEN","PC_LF","Q","2009-Q3",6.425951,
"CZE","UNEMP","MEN","PC_LF","Q","2009-Q4",6.625361,
"CZE","UNEMP","MEN","PC_LF","Q","2010-Q1",6.986837,
"CZE","UNEMP","MEN","PC_LF","Q","2010-Q2",6.425095,
"CZE","UNEMP","MEN","PC_LF","Q","2010-Q3",6.087227,
"CZE","UNEMP","MEN","PC_LF","Q","2010-Q4",6.027762,
"CZE","UNEMP","MEN","PC_LF","Q","2011-Q1",5.958954,
"CZE","UNEMP","MEN","PC_LF","Q","2011-Q2",5.978368,
"CZE","UNEMP","MEN","PC_LF","Q","2011-Q3",5.63732,
"CZE","UNEMP","MEN","PC_LF","Q","2011-Q4",5.614698,
"CZE","UNEMP","MEN","PC_LF","Q","2012-Q1",5.938004,
"CZE","UNEMP","MEN","PC_LF","Q","2012-Q2",5.960999,
"CZE","UNEMP","MEN","PC_LF","Q","2012-Q3",5.952999,
"CZE","UNEMP","MEN","PC_LF","Q","2012-Q4",6.239152,
"CZE","UNEMP","MEN","PC_LF","Q","2013-Q1",6.20462,
"CZE","UNEMP","MEN","PC_LF","Q","2013-Q2",5.835583,
"CZE","UNEMP","MEN","PC_LF","Q","2013-Q3",5.8731,
"CZE","UNEMP","MEN","PC_LF","Q","2013-Q4",5.694651,
"CZE","UNEMP","MEN","PC_LF","Q","2014-Q1",5.455601,
"CZE","UNEMP","MEN","PC_LF","Q","2014-Q2",5.161288,
"CZE","UNEMP","MEN","PC_LF","Q","2014-Q3",4.832906,
"CZE","UNEMP","MEN","PC_LF","Q","2014-Q4",4.945315,
"CZE","UNEMP","MEN","PC_LF","Q","2015-Q1",4.940624,
"CZE","UNEMP","MEN","PC_LF","Q","2015-Q2",4.296968,
"CZE","UNEMP","MEN","PC_LF","Q","2015-Q3",3.98175,
"CZE","UNEMP","MEN","PC_LF","Q","2015-Q4",3.70903,
"CZE","UNEMP","MEN","PC_LF","Q","2016-Q1",3.57875,
"CZE","UNEMP","MEN","PC_LF","Q","2016-Q2",3.536257,
"CZE","UNEMP","MEN","PC_LF","Q","2016-Q3",3.319534,
"CZE","UNEMP","MEN","PC_LF","Q","2016-Q4",3.082067,
"CZE","UNEMP","MEN","PC_LF","Q","2017-Q1",2.624995,
"CZE","UNEMP","MEN","PC_LF","Q","2017-Q2",2.45732,
"CZE","UNEMP","MEN","PC_LF","Q","2017-Q3",2.245363,
"CZE","UNEMP","MEN","PC_LF","Q","2017-Q4",2.022279,
"CZE","UNEMP","MEN","PC_LF","Q","2018-Q1",1.84338,
"CZE","UNEMP","MEN","PC_LF","Q","2018-Q2",1.806893,
"CZE","UNEMP","MEN","PC_LF","Q","2018-Q3",1.889042,
"CZE","UNEMP","MEN","PC_LF","Q","2018-Q4",1.627039,
"CZE","UNEMP","MEN","PC_LF","Q","2019-Q1",1.732305,
"CZE","UNEMP","MEN","PC_LF","Q","2019-Q2",1.63035,
"CZE","UNEMP","MEN","PC_LF","Q","2019-Q3",1.73639,
"CZE","UNEMP","TOT","PC_LF","Q","1998-Q1",5.747384,
"CZE","UNEMP","TOT","PC_LF","Q","1998-Q2",6.079865,
"CZE","UNEMP","TOT","PC_LF","Q","1998-Q3",6.720323,
"CZE","UNEMP","TOT","PC_LF","Q","1998-Q4",7.367165,
"CZE","UNEMP","TOT","PC_LF","Q","1999-Q1",8.190371,
"CZE","UNEMP","TOT","PC_LF","Q","1999-Q2",8.726549,
"CZE","UNEMP","TOT","PC_LF","Q","1999-Q3",8.973753,
"CZE","UNEMP","TOT","PC_LF","Q","1999-Q4",9.134897,
"CZE","UNEMP","TOT","PC_LF","Q","2000-Q1",9.247846,
"CZE","UNEMP","TOT","PC_LF","Q","2000-Q2",9.016348,
"CZE","UNEMP","TOT","PC_LF","Q","2000-Q3",8.579994,
"CZE","UNEMP","TOT","PC_LF","Q","2000-Q4",8.447149,
"CZE","UNEMP","TOT","PC_LF","Q","2001-Q1",8.252023,
"CZE","UNEMP","TOT","PC_LF","Q","2001-Q2",8.229291,
"CZE","UNEMP","TOT","PC_LF","Q","2001-Q3",8.242171,
"CZE","UNEMP","TOT","PC_LF","Q","2001-Q4",7.940344,
"CZE","UNEMP","TOT","PC_LF","Q","2002-Q1",7.450291,
"CZE","UNEMP","TOT","PC_LF","Q","2002-Q2",7.229519,
"CZE","UNEMP","TOT","PC_LF","Q","2002-Q3",7.228602,
"CZE","UNEMP","TOT","PC_LF","Q","2002-Q4",7.342904,
"CZE","UNEMP","TOT","PC_LF","Q","2003-Q1",7.364752,
"CZE","UNEMP","TOT","PC_LF","Q","2003-Q2",7.75555,
"CZE","UNEMP","TOT","PC_LF","Q","2003-Q3",7.975306,
"CZE","UNEMP","TOT","PC_LF","Q","2003-Q4",8.155137,
"CZE","UNEMP","TOT","PC_LF","Q","2004-Q1",8.415743,
"CZE","UNEMP","TOT","PC_LF","Q","2004-Q2",8.440495,
"CZE","UNEMP","TOT","PC_LF","Q","2004-Q3",8.208619,
"CZE","UNEMP","TOT","PC_LF","Q","2004-Q4",8.223102,
"CZE","UNEMP","TOT","PC_LF","Q","2005-Q1",8.077913,
"CZE","UNEMP","TOT","PC_LF","Q","2005-Q2",8.035619,
"CZE","UNEMP","TOT","PC_LF","Q","2005-Q3",7.780428,
"CZE","UNEMP","TOT","PC_LF","Q","2005-Q4",7.813888,
"CZE","UNEMP","TOT","PC_LF","Q","2006-Q1",7.703176,
"CZE","UNEMP","TOT","PC_LF","Q","2006-Q2",7.287264,
"CZE","UNEMP","TOT","PC_LF","Q","2006-Q3",7.022448,
"CZE","UNEMP","TOT","PC_LF","Q","2006-Q4",6.576344,
"CZE","UNEMP","TOT","PC_LF","Q","2007-Q1",5.814348,
"CZE","UNEMP","TOT","PC_LF","Q","2007-Q2",5.463479,
"CZE","UNEMP","TOT","PC_LF","Q","2007-Q3",5.116325,
"CZE","UNEMP","TOT","PC_LF","Q","2007-Q4",4.886359,
"CZE","UNEMP","TOT","PC_LF","Q","2008-Q1",4.51953,
"CZE","UNEMP","TOT","PC_LF","Q","2008-Q2",4.344226,
"CZE","UNEMP","TOT","PC_LF","Q","2008-Q3",4.262304,
"CZE","UNEMP","TOT","PC_LF","Q","2008-Q4",4.441867,
"CZE","UNEMP","TOT","PC_LF","Q","2009-Q1",5.52747,
"CZE","UNEMP","TOT","PC_LF","Q","2009-Q2",6.49635,
"CZE","UNEMP","TOT","PC_LF","Q","2009-Q3",7.261419,
"CZE","UNEMP","TOT","PC_LF","Q","2009-Q4",7.356313,
"CZE","UNEMP","TOT","PC_LF","Q","2010-Q1",7.712129,
"CZE","UNEMP","TOT","PC_LF","Q","2010-Q2",7.332388,
"CZE","UNEMP","TOT","PC_LF","Q","2010-Q3",7.079487,
"CZE","UNEMP","TOT","PC_LF","Q","2010-Q4",6.992261,
"CZE","UNEMP","TOT","PC_LF","Q","2011-Q1",6.870155,
"CZE","UNEMP","TOT","PC_LF","Q","2011-Q2",6.912898,
"CZE","UNEMP","TOT","PC_LF","Q","2011-Q3",6.536913,
"CZE","UNEMP","TOT","PC_LF","Q","2011-Q4",6.522155,
"CZE","UNEMP","TOT","PC_LF","Q","2012-Q1",6.808261,
"CZE","UNEMP","TOT","PC_LF","Q","2012-Q2",6.894376,
"CZE","UNEMP","TOT","PC_LF","Q","2012-Q3",6.942794,
"CZE","UNEMP","TOT","PC_LF","Q","2012-Q4",7.264212,
"CZE","UNEMP","TOT","PC_LF","Q","2013-Q1",7.152004,
"CZE","UNEMP","TOT","PC_LF","Q","2013-Q2",6.953409,
"CZE","UNEMP","TOT","PC_LF","Q","2013-Q3",6.918524,
"CZE","UNEMP","TOT","PC_LF","Q","2013-Q4",6.786499,
"CZE","UNEMP","TOT","PC_LF","Q","2014-Q1",6.512969,
"CZE","UNEMP","TOT","PC_LF","Q","2014-Q2",6.230603,
"CZE","UNEMP","TOT","PC_LF","Q","2014-Q3",5.857176,
"CZE","UNEMP","TOT","PC_LF","Q","2014-Q4",5.832493,
"CZE","UNEMP","TOT","PC_LF","Q","2015-Q1",5.738676,
"CZE","UNEMP","TOT","PC_LF","Q","2015-Q2",5.107314,
"CZE","UNEMP","TOT","PC_LF","Q","2015-Q3",4.793294,
"CZE","UNEMP","TOT","PC_LF","Q","2015-Q4",4.545419,
"CZE","UNEMP","TOT","PC_LF","Q","2016-Q1",4.185537,
"CZE","UNEMP","TOT","PC_LF","Q","2016-Q2",4.063045,
"CZE","UNEMP","TOT","PC_LF","Q","2016-Q3",3.921735,
"CZE","UNEMP","TOT","PC_LF","Q","2016-Q4",3.641061,
"CZE","UNEMP","TOT","PC_LF","Q","2017-Q1",3.319318,
"CZE","UNEMP","TOT","PC_LF","Q","2017-Q2",3.063045,
"CZE","UNEMP","TOT","PC_LF","Q","2017-Q3",2.726807,
"CZE","UNEMP","TOT","PC_LF","Q","2017-Q4",2.451612,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q1",2.324636,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q2",2.259371,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q3",2.295702,
"CZE","UNEMP","TOT","PC_LF","Q","2018-Q4",2.09361,
"CZE","UNEMP","TOT","PC_LF","Q","2019-Q1",1.952246,
"CZE","UNEMP","TOT","PC_LF","Q","2019-Q2",1.962377,
"CZE","UNEMP","TOT","PC_LF","Q","2019-Q3",2.075185,
"CZE","UNEMP","WOMEN","PC_LF","Q","1998-Q1",7.221579,
"CZE","UNEMP","WOMEN","PC_LF","Q","1998-Q2",7.783289,
"CZE","UNEMP","WOMEN","PC_LF","Q","1998-Q3",8.589498,
"CZE","UNEMP","WOMEN","PC_LF","Q","1998-Q4",9.237354,
"CZE","UNEMP","WOMEN","PC_LF","Q","1999-Q1",9.911805,
"CZE","UNEMP","WOMEN","PC_LF","Q","1999-Q2",10.41071,
"CZE","UNEMP","WOMEN","PC_LF","Q","1999-Q3",10.86448,
"CZE","UNEMP","WOMEN","PC_LF","Q","1999-Q4",10.67948,
"CZE","UNEMP","WOMEN","PC_LF","Q","2000-Q1",10.93155,
"CZE","UNEMP","WOMEN","PC_LF","Q","2000-Q2",10.82017,
"CZE","UNEMP","WOMEN","PC_LF","Q","2000-Q3",10.2094,
"CZE","UNEMP","WOMEN","PC_LF","Q","2000-Q4",10.16735,
"CZE","UNEMP","WOMEN","PC_LF","Q","2001-Q1",10.03465,
"CZE","UNEMP","WOMEN","PC_LF","Q","2001-Q2",9.890648,
"CZE","UNEMP","WOMEN","PC_LF","Q","2001-Q3",9.892087,
"CZE","UNEMP","WOMEN","PC_LF","Q","2001-Q4",9.583809,
"CZE","UNEMP","WOMEN","PC_LF","Q","2002-Q1",9.142627,
"CZE","UNEMP","WOMEN","PC_LF","Q","2002-Q2",8.809416,
"CZE","UNEMP","WOMEN","PC_LF","Q","2002-Q3",8.951563,
"CZE","UNEMP","WOMEN","PC_LF","Q","2002-Q4",9.193393,
"CZE","UNEMP","WOMEN","PC_LF","Q","2003-Q1",9.453935,
"CZE","UNEMP","WOMEN","PC_LF","Q","2003-Q2",9.911722,
"CZE","UNEMP","WOMEN","PC_LF","Q","2003-Q3",10.04499,
"CZE","UNEMP","WOMEN","PC_LF","Q","2003-Q4",10.08865,
"CZE","UNEMP","WOMEN","PC_LF","Q","2004-Q1",10.15684,
"CZE","UNEMP","WOMEN","PC_LF","Q","2004-Q2",9.919863,
"CZE","UNEMP","WOMEN","PC_LF","Q","2004-Q3",9.701917,
"CZE","UNEMP","WOMEN","PC_LF","Q","2004-Q4",9.822465,
"CZE","UNEMP","WOMEN","PC_LF","Q","2005-Q1",9.501023,
"CZE","UNEMP","WOMEN","PC_LF","Q","2005-Q2",10.04701,
"CZE","UNEMP","WOMEN","PC_LF","Q","2005-Q3",9.721932,
"CZE","UNEMP","WOMEN","PC_LF","Q","2005-Q4",9.895701,
"CZE","UNEMP","WOMEN","PC_LF","Q","2006-Q1",9.5338,
"CZE","UNEMP","WOMEN","PC_LF","Q","2006-Q2",9.064889,
"CZE","UNEMP","WOMEN","PC_LF","Q","2006-Q3",8.671329,
"CZE","UNEMP","WOMEN","PC_LF","Q","2006-Q4",8.100996,
"CZE","UNEMP","WOMEN","PC_LF","Q","2007-Q1",7.454106,
"CZE","UNEMP","WOMEN","PC_LF","Q","2007-Q2",6.764673,
"CZE","UNEMP","WOMEN","PC_LF","Q","2007-Q3",6.399202,
"CZE","UNEMP","WOMEN","PC_LF","Q","2007-Q4",6.326885,
"CZE","UNEMP","WOMEN","PC_LF","Q","2008-Q1",5.852926,
"CZE","UNEMP","WOMEN","PC_LF","Q","2008-Q2",5.368766,
"CZE","UNEMP","WOMEN","PC_LF","Q","2008-Q3",5.516548,
"CZE","UNEMP","WOMEN","PC_LF","Q","2008-Q4",5.710398,
"CZE","UNEMP","WOMEN","PC_LF","Q","2009-Q1",6.646746,
"CZE","UNEMP","WOMEN","PC_LF","Q","2009-Q2",7.59477,
"CZE","UNEMP","WOMEN","PC_LF","Q","2009-Q3",8.353418,
"CZE","UNEMP","WOMEN","PC_LF","Q","2009-Q4",8.312557,
"CZE","UNEMP","WOMEN","PC_LF","Q","2010-Q1",8.666351,
"CZE","UNEMP","WOMEN","PC_LF","Q","2010-Q2",8.524504,
"CZE","UNEMP","WOMEN","PC_LF","Q","2010-Q3",8.380261,
"CZE","UNEMP","WOMEN","PC_LF","Q","2010-Q4",8.250237,
"CZE","UNEMP","WOMEN","PC_LF","Q","2011-Q1",8.057934,
"CZE","UNEMP","WOMEN","PC_LF","Q","2011-Q2",8.126689,
"CZE","UNEMP","WOMEN","PC_LF","Q","2011-Q3",7.698105,
"CZE","UNEMP","WOMEN","PC_LF","Q","2011-Q4",7.694101,
"CZE","UNEMP","WOMEN","PC_LF","Q","2012-Q1",7.936444,
"CZE","UNEMP","WOMEN","PC_LF","Q","2012-Q2",8.094761,
"CZE","UNEMP","WOMEN","PC_LF","Q","2012-Q3",8.211392,
"CZE","UNEMP","WOMEN","PC_LF","Q","2012-Q4",8.573675,
"CZE","UNEMP","WOMEN","PC_LF","Q","2013-Q1",8.363482,
"CZE","UNEMP","WOMEN","PC_LF","Q","2013-Q2",8.367709,
"CZE","UNEMP","WOMEN","PC_LF","Q","2013-Q3",8.245547,
"CZE","UNEMP","WOMEN","PC_LF","Q","2013-Q4",8.172724,
"CZE","UNEMP","WOMEN","PC_LF","Q","2014-Q1",7.862691,
"CZE","UNEMP","WOMEN","PC_LF","Q","2014-Q2",7.597624,
"CZE","UNEMP","WOMEN","PC_LF","Q","2014-Q3",7.163181,
"CZE","UNEMP","WOMEN","PC_LF","Q","2014-Q4",6.956398,
"CZE","UNEMP","WOMEN","PC_LF","Q","2015-Q1",6.74745,
"CZE","UNEMP","WOMEN","PC_LF","Q","2015-Q2",6.128028,
"CZE","UNEMP","WOMEN","PC_LF","Q","2015-Q3",5.814172,
"CZE","UNEMP","WOMEN","PC_LF","Q","2015-Q4",5.605491,
"CZE","UNEMP","WOMEN","PC_LF","Q","2016-Q1",4.95043,
"CZE","UNEMP","WOMEN","PC_LF","Q","2016-Q2",4.72433,
"CZE","UNEMP","WOMEN","PC_LF","Q","2016-Q3",4.678137,
"CZE","UNEMP","WOMEN","PC_LF","Q","2016-Q4",4.33822,
"CZE","UNEMP","WOMEN","PC_LF","Q","2017-Q1",4.184659,
"CZE","UNEMP","WOMEN","PC_LF","Q","2017-Q2",3.821498,
"CZE","UNEMP","WOMEN","PC_LF","Q","2017-Q3",3.326559,
"CZE","UNEMP","WOMEN","PC_LF","Q","2017-Q4",2.988084,
"CZE","UNEMP","WOMEN","PC_LF","Q","2018-Q1",2.924392,
"CZE","UNEMP","WOMEN","PC_LF","Q","2018-Q2",2.822497,
"CZE","UNEMP","WOMEN","PC_LF","Q","2018-Q3",2.799801,
"CZE","UNEMP","WOMEN","PC_LF","Q","2018-Q4",2.671636,
"CZE","UNEMP","WOMEN","PC_LF","Q","2019-Q1",2.225231,
"CZE","UNEMP","WOMEN","PC_LF","Q","2019-Q2",2.377348,
"CZE","UNEMP","WOMEN","PC_LF","Q","2019-Q3",2.496558,
"DNK","UNEMP","MEN","PC_LF","Q","1990-Q1",7.458731,
"DNK","UNEMP","MEN","PC_LF","Q","1990-Q2",7.786716,
"DNK","UNEMP","MEN","PC_LF","Q","1990-Q3",7.819323,
"DNK","UNEMP","MEN","PC_LF","Q","1990-Q4",7.80981,
"DNK","UNEMP","MEN","PC_LF","Q","1991-Q1",7.968507,
"DNK","UNEMP","MEN","PC_LF","Q","1991-Q2",8.382974,
"DNK","UNEMP","MEN","PC_LF","Q","1991-Q3",8.429191,
"DNK","UNEMP","MEN","PC_LF","Q","1991-Q4",8.301148,
"DNK","UNEMP","MEN","PC_LF","Q","1992-Q1",8.02602,
"DNK","UNEMP","MEN","PC_LF","Q","1992-Q2",8.327671,
"DNK","UNEMP","MEN","PC_LF","Q","1992-Q3",8.406989,
"DNK","UNEMP","MEN","PC_LF","Q","1992-Q4",8.258171,
"DNK","UNEMP","MEN","PC_LF","Q","1993-Q1",10.03844,
"DNK","UNEMP","MEN","PC_LF","Q","1993-Q2",10.38603,
"DNK","UNEMP","MEN","PC_LF","Q","1993-Q3",10.49855,
"DNK","UNEMP","MEN","PC_LF","Q","1993-Q4",10.26481,
"DNK","UNEMP","MEN","PC_LF","Q","1994-Q1",6.982423,
"DNK","UNEMP","MEN","PC_LF","Q","1994-Q2",7.200169,
"DNK","UNEMP","MEN","PC_LF","Q","1994-Q3",7.271609,
"DNK","UNEMP","MEN","PC_LF","Q","1994-Q4",7.239563,
"DNK","UNEMP","MEN","PC_LF","Q","1995-Q1",6.619077,
"DNK","UNEMP","MEN","PC_LF","Q","1995-Q2",5.894977,
"DNK","UNEMP","MEN","PC_LF","Q","1995-Q3",5.90313,
"DNK","UNEMP","MEN","PC_LF","Q","1995-Q4",6.239517,
"DNK","UNEMP","MEN","PC_LF","Q","1996-Q1",6.454761,
"DNK","UNEMP","MEN","PC_LF","Q","1996-Q2",5.902849,
"DNK","UNEMP","MEN","PC_LF","Q","1996-Q3",5.451072,
"DNK","UNEMP","MEN","PC_LF","Q","1996-Q4",5.270391,
"DNK","UNEMP","MEN","PC_LF","Q","1997-Q1",5.314864,
"DNK","UNEMP","MEN","PC_LF","Q","1997-Q2",4.956655,
"DNK","UNEMP","MEN","PC_LF","Q","1997-Q3",4.761313,
"DNK","UNEMP","MEN","PC_LF","Q","1997-Q4",4.533209,
"DNK","UNEMP","MEN","PC_LF","Q","1998-Q1",4.500611,
"DNK","UNEMP","MEN","PC_LF","Q","1998-Q2",4.311404,
"DNK","UNEMP","MEN","PC_LF","Q","1998-Q3",4.64782,
"DNK","UNEMP","MEN","PC_LF","Q","1998-Q4",4.556278,
"DNK","UNEMP","MEN","PC_LF","Q","1999-Q1",4.400221,
"DNK","UNEMP","MEN","PC_LF","Q","1999-Q2",4.619069,
"DNK","UNEMP","MEN","PC_LF","Q","1999-Q3",4.928534,
"DNK","UNEMP","MEN","PC_LF","Q","1999-Q4",5.048692,
"DNK","UNEMP","MEN","PC_LF","Q","2000-Q1",4.681372,
"DNK","UNEMP","MEN","PC_LF","Q","2000-Q2",4.189763,
"DNK","UNEMP","MEN","PC_LF","Q","2000-Q3",3.607591,
"DNK","UNEMP","MEN","PC_LF","Q","2000-Q4",3.841379,
"DNK","UNEMP","MEN","PC_LF","Q","2001-Q1",4.227997,
"DNK","UNEMP","MEN","PC_LF","Q","2001-Q2",3.742525,
"DNK","UNEMP","MEN","PC_LF","Q","2001-Q3",4.212687,
"DNK","UNEMP","MEN","PC_LF","Q","2001-Q4",4.553836,
"DNK","UNEMP","MEN","PC_LF","Q","2002-Q1",4.140676,
"DNK","UNEMP","MEN","PC_LF","Q","2002-Q2",4.370259,
"DNK","UNEMP","MEN","PC_LF","Q","2002-Q3",4.293562,
"DNK","UNEMP","MEN","PC_LF","Q","2002-Q4",4.195838,
"DNK","UNEMP","MEN","PC_LF","Q","2003-Q1",4.205242,
"DNK","UNEMP","MEN","PC_LF","Q","2003-Q2",5.235145,
"DNK","UNEMP","MEN","PC_LF","Q","2003-Q3",4.945649,
"DNK","UNEMP","MEN","PC_LF","Q","2003-Q4",4.958356,
"DNK","UNEMP","MEN","PC_LF","Q","2004-Q1",5.086644,
"DNK","UNEMP","MEN","PC_LF","Q","2004-Q2",5.15709,
"DNK","UNEMP","MEN","PC_LF","Q","2004-Q3",5.540768,
"DNK","UNEMP","MEN","PC_LF","Q","2004-Q4",4.534751,
"DNK","UNEMP","MEN","PC_LF","Q","2005-Q1",5.197155,
"DNK","UNEMP","MEN","PC_LF","Q","2005-Q2",4.267951,
"DNK","UNEMP","MEN","PC_LF","Q","2005-Q3",4.191566,
"DNK","UNEMP","MEN","PC_LF","Q","2005-Q4",4.081193,
"DNK","UNEMP","MEN","PC_LF","Q","2006-Q1",3.528095,
"DNK","UNEMP","MEN","PC_LF","Q","2006-Q2",3.482605,
"DNK","UNEMP","MEN","PC_LF","Q","2006-Q3",3.09123,
"DNK","UNEMP","MEN","PC_LF","Q","2006-Q4",3.231217,
"DNK","UNEMP","MEN","PC_LF","Q","2007-Q1",3.630707,
"DNK","UNEMP","MEN","PC_LF","Q","2007-Q2",3.348551,
"DNK","UNEMP","MEN","PC_LF","Q","2007-Q3",3.594131,
"DNK","UNEMP","MEN","PC_LF","Q","2007-Q4",3.213213,
"DNK","UNEMP","MEN","PC_LF","Q","2008-Q1",3.182232,
"DNK","UNEMP","MEN","PC_LF","Q","2008-Q2",2.897081,
"DNK","UNEMP","MEN","PC_LF","Q","2008-Q3",3.169527,
"DNK","UNEMP","MEN","PC_LF","Q","2008-Q4",4.10007,
"DNK","UNEMP","MEN","PC_LF","Q","2009-Q1",5.781745,
"DNK","UNEMP","MEN","PC_LF","Q","2009-Q2",7.112041,
"DNK","UNEMP","MEN","PC_LF","Q","2009-Q3",7.467864,
"DNK","UNEMP","MEN","PC_LF","Q","2009-Q4",7.936075,
"DNK","UNEMP","MEN","PC_LF","Q","2010-Q1",9.188898,
"DNK","UNEMP","MEN","PC_LF","Q","2010-Q2",9.208478,
"DNK","UNEMP","MEN","PC_LF","Q","2010-Q3",7.94498,
"DNK","UNEMP","MEN","PC_LF","Q","2010-Q4",8.13655,
"DNK","UNEMP","MEN","PC_LF","Q","2011-Q1",8.294868,
"DNK","UNEMP","MEN","PC_LF","Q","2011-Q2",7.938537,
"DNK","UNEMP","MEN","PC_LF","Q","2011-Q3",7.517012,
"DNK","UNEMP","MEN","PC_LF","Q","2011-Q4",7.855697,
"DNK","UNEMP","MEN","PC_LF","Q","2012-Q1",7.752763,
"DNK","UNEMP","MEN","PC_LF","Q","2012-Q2",8.254011,
"DNK","UNEMP","MEN","PC_LF","Q","2012-Q3",7.948304,
"DNK","UNEMP","MEN","PC_LF","Q","2012-Q4",7.265464,
"DNK","UNEMP","MEN","PC_LF","Q","2013-Q1",7.470047,
"DNK","UNEMP","MEN","PC_LF","Q","2013-Q2",7.026795,
"DNK","UNEMP","MEN","PC_LF","Q","2013-Q3",7.554969,
"DNK","UNEMP","MEN","PC_LF","Q","2013-Q4",6.426264,
"DNK","UNEMP","MEN","PC_LF","Q","2014-Q1",6.700672,
"DNK","UNEMP","MEN","PC_LF","Q","2014-Q2",6.358344,
"DNK","UNEMP","MEN","PC_LF","Q","2014-Q3",7.001131,
"DNK","UNEMP","MEN","PC_LF","Q","2014-Q4",6.865996,
"DNK","UNEMP","MEN","PC_LF","Q","2015-Q1",6.221169,
"DNK","UNEMP","MEN","PC_LF","Q","2015-Q2",6.142472,
"DNK","UNEMP","MEN","PC_LF","Q","2015-Q3",5.956863,
"DNK","UNEMP","MEN","PC_LF","Q","2015-Q4",5.907905,
"DNK","UNEMP","MEN","PC_LF","Q","2016-Q1",5.623496,
"DNK","UNEMP","MEN","PC_LF","Q","2016-Q2",5.898684,
"DNK","UNEMP","MEN","PC_LF","Q","2016-Q3",5.46523,
"DNK","UNEMP","MEN","PC_LF","Q","2016-Q4",5.572016,
"DNK","UNEMP","MEN","PC_LF","Q","2017-Q1",6.112306,
"DNK","UNEMP","MEN","PC_LF","Q","2017-Q2",5.571254,
"DNK","UNEMP","MEN","PC_LF","Q","2017-Q3",5.790409,
"DNK","UNEMP","MEN","PC_LF","Q","2017-Q4",5.071702,
"DNK","UNEMP","MEN","PC_LF","Q","2018-Q1",4.763594,
"DNK","UNEMP","MEN","PC_LF","Q","2018-Q2",5.014249,
"DNK","UNEMP","MEN","PC_LF","Q","2018-Q3",4.785446,
"DNK","UNEMP","MEN","PC_LF","Q","2018-Q4",5.195086,
"DNK","UNEMP","MEN","PC_LF","Q","2019-Q1",4.623453,
"DNK","UNEMP","MEN","PC_LF","Q","2019-Q2",4.903723,
"DNK","UNEMP","MEN","PC_LF","Q","2019-Q3",4.754938,
"DNK","UNEMP","TOT","PC_LF","Q","1990-Q1",8.066259,
"DNK","UNEMP","TOT","PC_LF","Q","1990-Q2",8.405869,
"DNK","UNEMP","TOT","PC_LF","Q","1990-Q3",8.217648,
"DNK","UNEMP","TOT","PC_LF","Q","1990-Q4",8.452935,
"DNK","UNEMP","TOT","PC_LF","Q","1991-Q1",8.820836,
"DNK","UNEMP","TOT","PC_LF","Q","1991-Q2",9.226517,
"DNK","UNEMP","TOT","PC_LF","Q","1991-Q3",9.015767,
"DNK","UNEMP","TOT","PC_LF","Q","1991-Q4",9.21899,
"DNK","UNEMP","TOT","PC_LF","Q","1992-Q1",8.803745,
"DNK","UNEMP","TOT","PC_LF","Q","1992-Q2",9.153355,
"DNK","UNEMP","TOT","PC_LF","Q","1992-Q3",8.950665,
"DNK","UNEMP","TOT","PC_LF","Q","1992-Q4",9.148745,
"DNK","UNEMP","TOT","PC_LF","Q","1993-Q1",10.43945,
"DNK","UNEMP","TOT","PC_LF","Q","1993-Q2",10.84317,
