Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 — 4,Female 5 — 11,Female 12 — 17,Female 5 — 17,Female 18 — 59,Female 60,f_other,Female total,Male 0 — 4,Male 5 — 11,Male 12 — 17,Male 5 — 17,Male 18 — 59,Male 60,Male total,m_other,Total
2010,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,,0,0,,0,0,0,0,,8,0,8,,8
2010,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,61,0,0,0,,0,0,168,,229
2010,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2010,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,,0,0,,9,0,0,0,,0,0,43,,52
2010,Syrian Arab Rep.,SYR,Canada,CAN,6,0,0,,52,13,,78,5,0,0,,120,11,143,,221
2010,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,,0,0,,8,0,0,0,,0,0,28,,36
2010,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,,9,0,,9,0,0,0,,0,0,0,,9
2010,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,72,0,0,0,,0,0,208,,280
2010,Syrian Arab Rep.,SYR,Germany,DEU,349,0,0,,3572,336,,5765,383,0,0,,5078,307,7443,,13208
2010,Syrian Arab Rep.,SYR,Croatia,HRV,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2010,Syrian Arab Rep.,SYR,Iraq,IRQ,103,10,10,,180,21,,532,133,10,10,,272,35,691,,1223
2010,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,,0,0,,11,0,0,0,,0,0,18,,29
2010,Syrian Arab Rep.,SYR,Jordan,JOR,26,10,15,,91,0,,205,33,5,10,,152,12,278,,483
2010,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,,0,0,,0,0,0,0,,23,0,23,,23
2010,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,5,,13,0,,18,0,0,0,,0,0,0,,18
2010,Syrian Arab Rep.,SYR,Lebanon,LBN,10,0,0,,40,0,,61,10,5,0,,110,0,143,,204
2010,Syrian Arab Rep.,SYR,"China, Macao SAR",MAC,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2010,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,,0,0,,0,0,0,0,,15,0,15,,15
2010,Syrian Arab Rep.,SYR,Malaysia,MYS,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2010,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,,0,0,,39,0,0,0,,0,0,94,,133
2010,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,7,0,,7,0,0,0,,0,0,0,,7
2010,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2010,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,,9,0,,14,0,0,0,,5,0,5,,19
2010,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,0,0,,0,0,0,0,,16,0,16,,16
2010,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,,0,0,,0,0,0,0,,0,0,12,,12
2010,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2010,Syrian Arab Rep.,SYR,Switzerland,CHE,78,0,0,,247,0,,553,83,0,0,,574,5,1000,,1553
2010,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2010,Syrian Arab Rep.,SYR,Turkey,TUR,5,0,0,,11,0,,16,0,0,0,,58,0,58,,74
2010,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,,6,0,,6,5,0,0,,25,0,38,,44
2010,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,5,0,,11,0,0,0,,39,0,75,,86
2010,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,0,,36,5,,56,10,0,0,,15,0,30,,86
2011,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,,18,0,,25,7,0,0,,51,0,69,,94
2011,Syrian Arab Rep.,SYR,Armenia,ARM,0,0,0,,0,0,,0,0,0,0,,0,0,6,,6
2011,Syrian Arab Rep.,SYR,Bahrain,BHR,0,0,0,,0,0,,5,0,0,0,,0,0,0,,5
2011,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,96,0,0,0,,0,0,216,,312
2011,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,,0,0,,0,0,0,0,,19,0,19,,19
2011,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,,11,0,,11,0,0,0,,58,0,74,,85
2011,Syrian Arab Rep.,SYR,Canada,CAN,12,0,0,,114,29,,168,10,0,0,,201,14,242,,410
2011,Syrian Arab Rep.,SYR,Chad,TCD,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2011,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,,5,0,,5,0,0,0,,6,0,6,,11
2011,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,98,0,0,0,,0,0,253,,351
2011,Syrian Arab Rep.,SYR,Germany,DEU,461,0,0,,3944,375,,6400,475,0,0,,5837,347,8468,,14868
2011,Syrian Arab Rep.,SYR,Indonesia,IDN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Iraq,IRQ,109,10,10,,382,23,,776,130,10,5,,504,37,937,,1713
2011,Syrian Arab Rep.,SYR,Jordan,JOR,191,11,10,,543,24,,1230,211,6,5,,854,37,1579,,2809
2011,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,,9,0,,9,0,0,0,,11,0,11,,20
2011,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,,15,0,,15,0,0,5,,0,0,5,,20
2011,Syrian Arab Rep.,SYR,Lebanon,LBN,457,10,10,,1218,0,,2584,547,10,10,,1264,52,2757,,5331
2011,Syrian Arab Rep.,SYR,"China, Macao SAR",MAC,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2011,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,,0,0,,0,0,0,0,,21,0,21,,21
2011,Syrian Arab Rep.,SYR,Malaysia,MYS,0,0,0,,5,0,,5,0,0,0,,10,0,10,,15
2011,Syrian Arab Rep.,SYR,Morocco,MAR,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2011,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2011,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,,9,0,,14,0,0,0,,10,0,10,,24
2011,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2011,Syrian Arab Rep.,SYR,Switzerland,CHE,104,0,0,,319,0,,728,122,0,0,,838,5,1412,,2140
2011,Syrian Arab Rep.,SYR,Thailand,THA,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2011,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,,0,0,,0,0,0,5,,6,0,11,,11
2011,Syrian Arab Rep.,SYR,Turkey,TUR,17,5,5,,44,0,,88,16,5,5,,100,0,137,,225
2011,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,,6,0,,11,5,0,0,,18,0,31,,42
2011,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,0,0,0,0,,82,0,82,,82
2011,Syrian Arab Rep.,SYR,Yemen,YEM,0,0,0,,15,0,,15,0,0,0,,42,0,51,,66
2012,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2012,Syrian Arab Rep.,SYR,Algeria,DZA,8,11,12,,31,0,,62,18,14,7,,135,0,174,,236
2012,Syrian Arab Rep.,SYR,Egypt,EGY,840,1134,787,,3325,229,,6315,886,1137,908,,3326,264,6521,,12836
2012,Syrian Arab Rep.,SYR,Argentina,ARG,0,0,0,,19,5,,24,5,0,0,,21,0,26,,50
2012,Syrian Arab Rep.,SYR,Armenia,ARM,24,30,28,,115,20,,217,25,33,30,,151,20,259,,476
2012,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,0,0,,0,0,,0,0,0,0,,0,0,5,,5
2012,Syrian Arab Rep.,SYR,Bahrain,BHR,0,0,0,,0,0,,5,0,0,0,,0,0,0,,5
2012,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,112,0,0,0,,0,0,243,,355
2012,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2012,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,,20,0,,20,0,7,5,,77,0,89,,109
2012,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,0,,6,0,,6,0,5,0,,20,0,25,,31
2012,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,,0,0,,61,0,0,0,,0,0,375,,436
2012,Syrian Arab Rep.,SYR,Canada,CAN,12,18,8,,151,71,,260,9,15,14,,222,39,299,,559
2012,Syrian Arab Rep.,SYR,Chad,TCD,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2012,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2012,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,0,,5,0,,5,0,0,0,,11,0,11,,16
2012,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,,0,0,,11,0,0,0,,0,0,43,,54
2012,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,,5,0,,5,0,0,0,,6,0,6,,11
2012,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,179,0,0,0,,0,0,461,,640
2012,Syrian Arab Rep.,SYR,Georgia,GEO,0,0,0,,5,0,,5,0,0,0,,11,0,11,,16
2012,Syrian Arab Rep.,SYR,Germany,DEU,850,1314,1207,,6174,577,,10122,887,1491,1422,,9717,512,14029,,24151
2012,Syrian Arab Rep.,SYR,Croatia,HRV,0,0,0,,10,0,,10,0,0,5,,37,0,42,,52
2012,Syrian Arab Rep.,SYR,India,IND,0,0,0,,5,0,,5,0,0,0,,6,0,6,,11
2012,Syrian Arab Rep.,SYR,Indonesia,IDN,5,0,10,,5,0,,25,5,0,17,,5,0,27,,52
2012,Syrian Arab Rep.,SYR,Iraq,IRQ,4520,3921,2225,,11224,517,,22407,4668,4122,4268,,28850,442,42350,,64757
2012,Syrian Arab Rep.,SYR,Jordan,JOR,22203,25388,17858,,53504,3457,,122410,20205,25535,19088,,49581,2470,116879,,239289
2012,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,,0,0,,0,0,0,0,,12,0,12,,12
2012,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,5,,12,0,,17,5,5,0,,14,0,24,,41
2012,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,0,0,0,,6,0,,6,0,0,0,,142,0,142,,148
2012,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,5,,15,0,,20,0,0,5,,0,0,5,,25
2012,Syrian Arab Rep.,SYR,Libya,LBY,351,447,785,,34,0,,1617,358,522,1141,,24,0,2045,,3662
2012,Syrian Arab Rep.,SYR,Lebanon,LBN,12714,12271,8078,,29723,1854,,64640,13399,13054,8299,,26255,1534,62541,,127181
2012,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2012,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,,0,0,,0,0,0,0,,28,0,28,,28
2012,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,5,0,,12,0,,17,0,0,0,,71,0,71,,88
2012,Syrian Arab Rep.,SYR,Malaysia,MYS,6,6,0,,22,0,,34,9,5,5,,35,0,54,,88
2012,Syrian Arab Rep.,SYR,Morocco,MAR,20,19,5,,43,0,,87,21,10,26,,698,0,755,,842
2012,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2012,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2012,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,,0,0,,66,0,0,0,,0,0,240,,306
2012,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2012,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2012,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2012,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,,7,0,,7,0,0,5,,105,0,110,,117
2012,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,9,,0,0,,9,0,0,0,,17,0,17,,26
2012,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,5,0,,5,0,0,7,,37,0,44,,49
2012,Syrian Arab Rep.,SYR,Sudan,SDN,0,0,0,,5,0,,5,0,0,0,,27,0,27,,32
2012,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,,0,0,,0,0,0,0,,15,0,15,,15
2012,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2012,Syrian Arab Rep.,SYR,Switzerland,CHE,103,115,60,,369,5,,1082,135,142,87,,1018,16,2001,,3083
2012,Syrian Arab Rep.,SYR,Thailand,THA,0,0,0,,10,0,,10,0,5,0,,55,0,60,,70
2012,Syrian Arab Rep.,SYR,Togo,TGO,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2012,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,,11,0,,11,0,0,0,,25,0,25,,36
2012,Syrian Arab Rep.,SYR,Turkey,TUR,15,11,12,,50,0,,72279,11,13,7,,106,0,79086,,151365
2012,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,6,,8,0,,14,0,0,11,,5,0,16,,30
2012,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,74,0,0,0,,0,0,442,,516
2012,Syrian Arab Rep.,SYR,Yemen,YEM,5,14,5,,42,0,,66,10,18,10,,69,0,107,,173
2013,Syrian Arab Rep.,SYR,Albania,ALB,0,0,5,,5,0,,10,0,0,0,,5,0,5,,15
2013,Syrian Arab Rep.,SYR,Algeria,DZA,58,64,47,,180,9,,358,82,73,46,,516,6,723,,1081
2013,Syrian Arab Rep.,SYR,Egypt,EGY,9504,11289,7402,,33400,2691,,64286,9932,12017,8590,,34101,2731,67371,,131657
2013,Syrian Arab Rep.,SYR,Argentina,ARG,5,5,7,,47,9,,73,6,14,9,,63,6,98,,171
2013,Syrian Arab Rep.,SYR,Armenia,ARM,15,33,28,,142,18,,236,23,28,32,,188,25,296,,532
2013,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,0,0,,0,0,,0,0,0,0,,9,0,9,,9
2013,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,,0,0,,150,0,0,0,,0,0,321,,471
2013,Syrian Arab Rep.,SYR,Belarus,BLR,0,0,0,,6,0,,6,0,0,0,,54,0,54,,60
2013,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,,0,0,,5,0,0,0,,0,0,0,,5
2013,Syrian Arab Rep.,SYR,Brazil,BRA,5,9,10,,92,8,,124,12,20,15,,226,5,278,,402
2013,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,5,12,,20,0,,37,0,6,5,,18,0,29,,66
2013,Syrian Arab Rep.,SYR,Bulgaria,BGR,191,291,0,,559,19,,1060,165,378,0,,882,15,1440,,2500
2013,Syrian Arab Rep.,SYR,Canada,CAN,17,45,21,,255,127,,465,27,31,27,,271,78,434,,899
2013,Syrian Arab Rep.,SYR,Chad,TCD,0,0,5,,0,0,,5,0,0,5,,5,0,10,,15
2013,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,0,,0,0,,0,0,0,5,,5,0,10,,10
2013,Syrian Arab Rep.,SYR,Costa Rica,CRI,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2013,Syrian Arab Rep.,SYR,Cuba,CUB,0,0,6,,0,0,,6,0,0,0,,18,0,18,,24
2013,Syrian Arab Rep.,SYR,Dominican Rep.,DOM,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2013,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,,5,0,,5,0,0,0,,11,0,11,,16
2013,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2013,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,522,0,0,0,,0,0,952,,1474
2013,Syrian Arab Rep.,SYR,Georgia,GEO,0,5,0,,6,5,,16,0,0,0,,35,0,35,,51
2013,Syrian Arab Rep.,SYR,Germany,DEU,1312,1796,1334,,7103,635,,12180,1371,2057,1621,,13995,595,19639,,31819
2013,Syrian Arab Rep.,SYR,Ghana,GHA,5,5,0,,9,0,,19,5,5,0,,26,0,36,,55
2013,Syrian Arab Rep.,SYR,Croatia,HRV,0,0,0,,5,0,,5,0,0,0,,54,0,54,,59
2013,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,0,,0,0,,0,0,0,5,,7,0,12,,12
2013,Syrian Arab Rep.,SYR,India,IND,0,0,0,,5,0,,5,0,5,0,,20,0,25,,30
2013,Syrian Arab Rep.,SYR,Indonesia,IDN,5,10,0,,13,0,,28,5,10,0,,35,0,50,,78
2013,Syrian Arab Rep.,SYR,Ireland,IRL,5,0,0,,15,5,,25,0,5,0,,36,5,46,,71
2013,Syrian Arab Rep.,SYR,Iraq,IRQ,15972,14715,9486,,44722,2094,,86989,16327,15757,14798,,78339,1763,126984,,213973
2013,Syrian Arab Rep.,SYR,Jordan,JOR,54454,58887,40398,,138153,11429,,303321,55582,61177,42248,,114747,8229,281983,,585304
2013,Syrian Arab Rep.,SYR,Japan,JPN,0,0,0,,0,0,,8,0,0,0,,0,0,18,,26
2013,Syrian Arab Rep.,SYR,Kazakhstan,KAZ,0,0,0,,7,0,,7,0,0,0,,22,0,22,,29
2013,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,5,,22,0,,27,5,6,15,,39,0,65,,92
2013,Syrian Arab Rep.,SYR,Rep. of Korea,KOR,6,6,0,,17,0,,29,8,0,16,,380,0,404,,433
2013,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,6,,17,0,,23,0,0,0,,0,0,0,,23
2013,Syrian Arab Rep.,SYR,Liberia,LBR,0,0,0,,0,0,,0,0,0,0,,10,0,10,,10
2013,Syrian Arab Rep.,SYR,Libya,LBY,1303,1553,826,,3825,160,,7667,1376,1526,1024,,5024,179,9129,,16796
2013,Syrian Arab Rep.,SYR,Lebanon,LBN,83525,84894,51863,,201714,12285,,434281,88717,90182,51294,,177641,9500,417334,,851615
2013,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,,0,0,,0,0,0,5,,6,0,11,,11
2013,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,,0,0,,0,0,0,0,,41,0,41,,41
2013,Syrian Arab Rep.,SYR,Mauritania,MRT,0,0,0,,11,5,,16,5,0,5,,15,5,30,,46
2013,Syrian Arab Rep.,SYR,North Macedonia,MKD,0,0,0,,8,0,,8,0,0,16,,181,0,197,,205
2013,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,5,6,0,,24,5,,40,0,6,0,,115,5,126,,166
2013,Syrian Arab Rep.,SYR,Mexico,MEX,0,0,0,,0,0,,0,0,0,0,,13,0,13,,13
2013,Syrian Arab Rep.,SYR,Malaysia,MYS,29,26,38,,165,9,,267,47,53,48,,398,8,554,,821
2013,Syrian Arab Rep.,SYR,Mongolia,MNG,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2013,Syrian Arab Rep.,SYR,Morocco,MAR,18,22,6,,42,0,,88,22,12,38,,696,0,768,,856
2013,Syrian Arab Rep.,SYR,Montenegro,MNE,0,0,0,,0,0,,0,0,0,0,,60,0,60,,60
2013,Syrian Arab Rep.,SYR,Niger,NER,0,0,0,,6,0,,6,0,0,0,,0,0,0,,6
2013,Syrian Arab Rep.,SYR,Nigeria,NGA,0,0,0,,0,0,,0,0,0,0,,19,0,19,,19
2013,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,,0,0,,49,0,0,0,,0,0,175,,224
2013,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,,12,0,,12,0,0,0,,0,0,0,,12
2013,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,5,,8,0,,13,0,0,0,,0,0,0,,13
2013,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2013,Syrian Arab Rep.,SYR,Philippines,PHL,0,0,0,,5,0,,5,0,0,0,,23,0,23,,28
2013,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,,8,0,,8,0,0,0,,0,0,0,,8
2013,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,,0,0,,129,0,0,0,,0,0,329,,458
2013,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,9,,0,0,,9,0,0,0,,17,0,17,,26
2013,Syrian Arab Rep.,SYR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0,0,,5,0,,5,0,0,5,,58,0,63,,68
2013,Syrian Arab Rep.,SYR,Senegal,SEN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2013,Syrian Arab Rep.,SYR,Somalia,SOM,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2013,Syrian Arab Rep.,SYR,Sudan,SDN,16,28,17,,69,0,,130,17,19,19,,117,6,178,,308
2013,Syrian Arab Rep.,SYR,Slovenia,SVN,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2013,Syrian Arab Rep.,SYR,Switzerland,CHE,238,257,149,,807,53,,1810,238,339,213,,1632,48,2859,,4669
2013,Syrian Arab Rep.,SYR,United Rep. of Tanzania,TZA,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2013,Syrian Arab Rep.,SYR,Thailand,THA,8,5,5,,53,0,,71,8,5,5,,94,5,117,,188
2013,Syrian Arab Rep.,SYR,Tunisia,TUN,8,16,6,,27,5,,62,8,14,10,,70,0,102,,164
2013,Syrian Arab Rep.,SYR,Turkey,TUR,15,16,11,,72,0,,114,10,15,5,,84,0,114,,228
2013,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,5,,14,0,,19,0,0,5,,6,0,11,,30
2013,Syrian Arab Rep.,SYR,Uganda,UGA,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2013,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,,0,0,,122,0,0,0,,0,0,469,,591
2013,Syrian Arab Rep.,SYR,Yemen,YEM,120,168,94,,430,20,,832,123,169,121,,542,28,983,,1815
2013,Syrian Arab Rep.,SYR,Zambia,ZMB,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2014,Syrian Arab Rep.,SYR,Albania,ALB,0,0,0,,10,0,,15,0,0,0,,0,0,0,,15
2014,Syrian Arab Rep.,SYR,Algeria,DZA,265,246,153,,723,25,,1412,288,293,218,,1870,27,2696,,4108
2014,Syrian Arab Rep.,SYR,Egypt,EGY,8812,7877,35662,,12430,2856,,67637,9287,8565,36842,,13215,2835,70744,,138381
2014,Syrian Arab Rep.,SYR,Argentina,ARG,6,6,9,,71,10,,102,8,18,11,,106,10,153,,255
2014,Syrian Arab Rep.,SYR,Armenia,ARM,16,36,28,,145,26,,251,20,31,34,,189,29,303,,554
2014,Syrian Arab Rep.,SYR,Azerbaijan,AZE,0,0,0,,0,0,,0,0,0,0,,7,0,7,,7
2014,Syrian Arab Rep.,SYR,Belarus,BLR,5,0,0,,21,0,,26,0,0,0,,94,0,94,,120
2014,Syrian Arab Rep.,SYR,Bolivia (Plurinational State of),BOL,0,0,0,,0,0,,0,0,0,0,,0,0,6,,6
2014,Syrian Arab Rep.,SYR,Brazil,BRA,30,48,37,,269,21,,405,37,75,56,,1209,33,1410,,1815
2014,Syrian Arab Rep.,SYR,Bosnia and Herzegovina,BIH,0,0,5,,7,0,,12,0,0,5,,8,0,13,,25
2014,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,,0,0,,733,0,0,0,,0,0,1777,,2510
2014,Syrian Arab Rep.,SYR,Canada,CAN,22,52,25,,248,124,,471,28,42,32,,224,65,391,,862
2014,Syrian Arab Rep.,SYR,Central African Rep.,CAF,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2014,Syrian Arab Rep.,SYR,Chad,TCD,0,0,5,,5,0,,10,0,0,0,,10,0,10,,20
2014,Syrian Arab Rep.,SYR,China,CHN,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2014,Syrian Arab Rep.,SYR,Cameroon,CMR,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2014,Syrian Arab Rep.,SYR,Colombia,COL,0,0,0,,0,0,,0,0,0,0,,5,0,5,,5
2014,Syrian Arab Rep.,SYR,Cuba,CUB,0,5,5,,0,0,,10,0,0,0,,10,0,10,,20
2014,Syrian Arab Rep.,SYR,Djibouti,DJI,0,0,0,,0,0,,5,0,0,0,,0,0,0,,5
2014,Syrian Arab Rep.,SYR,Estonia,EST,0,0,0,,0,0,,0,0,0,0,,11,0,11,,11
2014,Syrian Arab Rep.,SYR,Ethiopia,ETH,0,0,0,,10,0,,10,0,0,0,,0,0,0,,10
2014,Syrian Arab Rep.,SYR,France,FRA,0,0,0,,0,0,,1134,0,0,0,,0,0,1748,,2882
2014,Syrian Arab Rep.,SYR,Georgia,GEO,0,5,0,,16,0,,21,6,0,5,,58,0,69,,90
2014,Syrian Arab Rep.,SYR,Germany,DEU,2862,3796,2304,,13410,1137,,23509,3027,4253,3317,,35445,1034,47076,,70585
2014,Syrian Arab Rep.,SYR,Ghana,GHA,5,6,5,,16,0,,32,7,9,5,,25,0,46,,78
2014,Syrian Arab Rep.,SYR,Croatia,HRV,0,0,0,,5,0,,5,0,0,0,,22,0,22,,27
2014,Syrian Arab Rep.,SYR,Cote d'Ivoire,CIV,0,0,6,,10,0,,16,0,0,0,,5,0,5,,21
2014,Syrian Arab Rep.,SYR,India,IND,0,0,0,,10,0,,10,5,5,13,,12,0,35,,45
2014,Syrian Arab Rep.,SYR,Indonesia,IDN,5,11,0,,18,0,,34,5,6,5,,36,0,52,,86
2014,Syrian Arab Rep.,SYR,Iraq,IRQ,18307,18960,13402,,47800,2284,,100753,18872,20047,18090,,74513,1921,133443,,234196
2014,Syrian Arab Rep.,SYR,Jamaica,JAM,0,0,0,,5,0,,5,0,0,0,,0,0,0,,5
2014,Syrian Arab Rep.,SYR,Jordan,JOR,51833,64223,40616,,147125,12634,,316431,54699,67760,43277,,131825,9120,306681,,623112
